teme,lat, lon,TM
2018-04-14 00:00:00,-22.631271,-52.7508,24.504305
2018-04-14 00:00:00,-22.631271,-52.5079,24.218054
2018-04-14 00:00:00,-22.631271,-52.265,23.949844
2018-04-14 00:00:00,-22.631271,-52.0221,23.60563
2018-04-14 00:00:00,-22.631271,-51.7792,23.190039
2018-04-14 00:00:00,-22.631271,-51.5363,22.78795
2018-04-14 00:00:00,-22.631271,-51.2934,22.404106
2018-04-14 00:00:00,-22.631271,-51.0505,21.645287
2018-04-14 00:00:00,-22.631271,-50.8076,21.52707
2018-04-14 00:00:00,-22.631271,-50.5647,22.042583
2018-04-14 00:00:00,-22.631271,-50.3218,22.734676
2018-04-14 00:00:00,-22.631271,-50.0789,22.745367
2018-04-14 00:00:00,-22.631271,-49.836,21.768824
2018-04-14 00:00:00,-22.631271,-49.5931,21.322567
2018-04-14 00:00:00,-22.631271,-49.3502,20.770832
2018-04-14 00:00:00,-22.631271,-49.1073,20.986439
2018-04-14 00:00:00,-22.631271,-48.8644,21.875753
2018-04-14 00:00:00,-22.631271,-48.6215,22.94981
2018-04-14 00:00:00,-22.631271,-48.3786,23.6987
2018-04-14 00:00:00,-22.631271,-48.1357,24.23338
2018-04-14 00:00:00,-22.631271,-47.8928,24.688873
